,chrom,convs,covers,gene_id,pos2,posratio,cell_id
708,1,1,175,ENSMUSG00000025967,63177140,0.005714285714285714,control
709,1,1,192,ENSMUSG00000025967,63177158,0.005208333333333333,control
710,1,1,203,ENSMUSG00000025967,63177175,0.0049261083743842365,control
711,1,1,229,ENSMUSG00000025967,63177237,0.004366812227074236,control
712,1,1,136,ENSMUSG00000025967,63177262,0.007352941176470588,control
713,1,1,317,ENSMUSG00000025967,63177858,0.0031545741324921135,control
714,1,1,768,ENSMUSG00000025967,63178544,0.0013020833333333333,control
715,1,1,1376,ENSMUSG00000025967,63178876,0.0007267441860465116,control
716,1,2,1399,ENSMUSG00000025967,63178878,0.0014295925661186562,control
717,1,2,2153,ENSMUSG00000025967,63179274,0.0009289363678588017,control
718,1,1,2337,ENSMUSG00000025967,63179286,0.0004278990158322636,control
719,1,1,2448,ENSMUSG00000025967,63179293,0.0004084967320261438,control
720,1,1,3035,ENSMUSG00000025967,63179334,0.00032948929159802305,control
721,1,2,3358,ENSMUSG00000025967,63179361,0.0005955926146515784,control
722,1,1,3441,ENSMUSG00000025967,63179372,0.0002906131938390003,control
723,1,1,3482,ENSMUSG00000025967,63179462,0.0002871912693854107,control
724,1,1,3460,ENSMUSG00000025967,63179466,0.00028901734104046245,control
725,1,1,3485,ENSMUSG00000025967,63179479,0.00028694404591104734,control
726,1,2,3547,ENSMUSG00000025967,63179484,0.000563856780377784,control
727,1,2,3282,ENSMUSG00000025967,63179508,0.0006093845216331506,control
728,1,1,3244,ENSMUSG00000025967,63179512,0.00030826140567200987,control
729,1,2,3220,ENSMUSG00000025967,63179518,0.0006211180124223603,control
730,1,1,3012,ENSMUSG00000025967,63179541,0.00033200531208499334,control
731,1,2,2826,ENSMUSG00000025967,63179557,0.0007077140835102619,control
732,1,9,2813,ENSMUSG00000025967,63179561,0.003199431212228937,control
733,1,1,2729,ENSMUSG00000025967,63179563,0.00036643459142543056,control
734,1,1,2337,ENSMUSG00000025967,63179593,0.0004278990158322636,control
735,1,1,2282,ENSMUSG00000025967,63179596,0.00043821209465381246,control
736,1,1,1981,ENSMUSG00000025967,63179617,0.0005047955577990914,control
737,1,1,1960,ENSMUSG00000025967,63179619,0.0005102040816326531,control
738,1,1,1405,ENSMUSG00000025967,63179645,0.0007117437722419929,control
739,1,1,1363,ENSMUSG00000025967,63179646,0.0007336757153338225,control
740,1,1,893,ENSMUSG00000025967,63179653,0.0011198208286674132,control
741,1,1,12,ENSMUSG00000027520,63307514,0.08333333333333333,control
742,1,1,4,ENSMUSG00000081643,63365305,0.25,control
743,1,1,4,ENSMUSG00000081643,63365371,0.25,control
744,1,1,28,ENSMUSG00000025962,63752459,0.03571428571428571,control
745,1,1,23,ENSMUSG00000025962,63752463,0.043478260869565216,control
746,1,2,20,ENSMUSG00000025959,64029478,0.1,control
747,1,1,13,ENSMUSG00000025959,64033232,0.07692307692307693,control
748,1,1,46,ENSMUSG00000025959,64034882,0.021739130434782608,control
749,1,1,76,ENSMUSG00000025959,64035714,0.013157894736842105,control
750,1,1,18,ENSMUSG00000025959,64079010,0.05555555555555555,control
751,1,1,1,ENSMUSG00000086721,64150599,1.0,control
752,1,1,19,ENSMUSG00000025958,64597374,0.05263157894736842,control
753,1,1,1,ENSMUSG00000025958,64599584,1.0,control
754,1,1,63,ENSMUSG00000087213,64680008,0.015873015873015872,control
755,1,1,64,ENSMUSG00000087213,64680038,0.015625,control
756,1,55,422,ENSMUSG00000084416,64993920,0.13033175355450238,control
757,1,1,424,ENSMUSG00000084416,64993929,0.0023584905660377358,control
758,1,1,284,ENSMUSG00000084416,64994046,0.0035211267605633804,control
759,1,1,124,ENSMUSG00000084416,64994134,0.008064516129032258,control
760,1,1,94,ENSMUSG00000084416,64994181,0.010638297872340425,control
761,1,1,73,ENSMUSG00000084416,64994292,0.0136986301369863,control
762,1,1,43,ENSMUSG00000084416,64994344,0.023255813953488372,control
763,1,1,41,ENSMUSG00000084416,64994350,0.024390243902439025,control
764,1,3,136,ENSMUSG00000025950,65158712,0.022058823529411766,control
765,1,1,11,ENSMUSG00000025949,65276620,0.09090909090909091,control
766,1,1,1,ENSMUSG00000100503,65421084,1.0,control
767,1,1,25,ENSMUSG00000015222,66322133,0.04,control
768,1,1,19,ENSMUSG00000015222,66413144,0.05263157894736842,control
769,1,1,3,ENSMUSG00000015222,66415848,0.3333333333333333,control
770,1,1,2,ENSMUSG00000065694,66436262,0.5,control
771,1,2,9,ENSMUSG00000015222,66439412,0.2222222222222222,control
772,1,1,15,ENSMUSG00000015222,66441936,0.06666666666666667,control
773,1,1,31,ENSMUSG00000015222,66442313,0.03225806451612903,control
774,1,1,48,ENSMUSG00000015222,66442580,0.020833333333333332,control
775,1,1,27,ENSMUSG00000026005,66718003,0.037037037037037035,control
776,1,1,16,ENSMUSG00000026005,66718377,0.0625,control
777,1,1,15,ENSMUSG00000026004,66720813,0.06666666666666667,control
778,1,1,94,ENSMUSG00000026003,66831004,0.010638297872340425,control
779,1,2,97,ENSMUSG00000026003,66831278,0.020618556701030927,control
780,1,1,133,ENSMUSG00000026003,66831293,0.007518796992481203,control
781,1,1,316,ENSMUSG00000026003,66831405,0.0031645569620253164,control
782,1,3,201,ENSMUSG00000026003,66837024,0.014925373134328358,control
783,1,1,24,ENSMUSG00000026003,66848461,0.041666666666666664,control
784,1,1,110,ENSMUSG00000061816,66924366,0.00909090909090909,control
785,1,1,47,ENSMUSG00000061816,66926222,0.02127659574468085,control
786,1,1,4,ENSMUSG00000025997,69532341,0.25,control
787,1,1,13,ENSMUSG00000026196,71027571,0.07692307692307693,control
788,1,1,23,ENSMUSG00000026196,71027691,0.043478260869565216,control
789,1,1,3,ENSMUSG00000050296,71248404,0.3333333333333333,control
790,1,1,154,ENSMUSG00000026192,71567927,0.006493506493506494,control
791,1,1,69,ENSMUSG00000026192,71570882,0.014492753623188406,control
792,1,1,10,ENSMUSG00000026192,71570914,0.1,control
793,1,1,48,ENSMUSG00000026192,71579193,0.020833333333333332,control
794,1,1,150,ENSMUSG00000026193,71585524,0.006666666666666667,control
795,1,1,227,ENSMUSG00000026193,71585700,0.004405286343612335,control
796,1,1,227,ENSMUSG00000026193,71585703,0.004405286343612335,control
797,1,1,120,ENSMUSG00000026193,71585800,0.008333333333333333,control
798,1,1,1,ENSMUSG00000101496,72088424,1.0,control
799,1,1,27,ENSMUSG00000026189,72259233,0.037037037037037035,control
800,1,1,28,ENSMUSG00000026189,72259234,0.03571428571428571,control
801,1,1,2,ENSMUSG00000026188,72301147,0.5,control
802,1,1,15,ENSMUSG00000026187,72319186,0.06666666666666667,control
803,1,1,6,ENSMUSG00000026187,72381642,0.16666666666666666,control
804,1,1,18,ENSMUSG00000026187,72383376,0.05555555555555555,control
805,1,1,16,ENSMUSG00000026187,72383449,0.0625,control
806,1,1,23,ENSMUSG00000026187,72383753,0.043478260869565216,control
807,1,1,37,ENSMUSG00000026187,72393963,0.02702702702702703,control
808,1,1,25,ENSMUSG00000039354,72633036,0.04,control
809,1,2,307,ENSMUSG00000046330,72711282,0.006514657980456026,control
810,1,1,1412,ENSMUSG00000046330,72711293,0.000708215297450425,control
811,1,1,1900,ENSMUSG00000046330,72711299,0.0005263157894736842,control
812,1,1,1926,ENSMUSG00000046330,72711300,0.0005192107995846313,control
813,1,1,2187,ENSMUSG00000046330,72711311,0.0004572473708276177,control
814,1,1,2516,ENSMUSG00000046330,72711647,0.000397456279809221,control
815,1,1,3678,ENSMUSG00000046330,72711699,0.0002718868950516585,control
816,1,1,4048,ENSMUSG00000046330,72711707,0.00024703557312252963,control
817,1,3,4486,ENSMUSG00000046330,72711719,0.0006687472135532769,control
818,1,3,4750,ENSMUSG00000046330,72711724,0.0006315789473684211,control
819,1,2,5373,ENSMUSG00000046330,72711732,0.0003722315280104225,control
820,1,2,5987,ENSMUSG00000046330,72711753,0.00033405712376816435,control
821,1,1,5847,ENSMUSG00000046330,72711754,0.0001710278775440397,control
822,1,3,5988,ENSMUSG00000046330,72711776,0.000501002004008016,control
823,1,1,6332,ENSMUSG00000046330,72711785,0.00015792798483891344,control
824,1,1,6585,ENSMUSG00000046330,72711788,0.00015186028853454822,control
825,1,1,7671,ENSMUSG00000046330,72712171,0.00013036110024768608,control
826,1,2,7987,ENSMUSG00000046330,72712182,0.00025040691123075,control
827,1,4,7888,ENSMUSG00000046330,72712186,0.0005070993914807302,control
828,1,6,7688,ENSMUSG00000046330,72712213,0.0007804370447450572,control
829,1,3,7435,ENSMUSG00000046330,72712219,0.0004034969737726967,control
830,1,1,6587,ENSMUSG00000046330,72713510,0.0001518141794443601,control
831,1,2,6319,ENSMUSG00000046330,72713515,0.0003165057762304162,control
832,1,2,5875,ENSMUSG00000046330,72713528,0.00034042553191489364,control
833,1,1,4786,ENSMUSG00000046330,72713551,0.0002089427496865859,control
834,1,2,3726,ENSMUSG00000046330,72713571,0.0005367686527106817,control
835,1,2,3402,ENSMUSG00000046330,72713578,0.0005878894767783657,control
836,1,1,2858,ENSMUSG00000046330,72713589,0.0003498950314905528,control
837,1,1,1714,ENSMUSG00000046330,72713611,0.0005834305717619603,control
838,1,2,1276,ENSMUSG00000046330,72713616,0.001567398119122257,control
839,1,1,842,ENSMUSG00000046330,72713620,0.0011876484560570072,control
840,1,2,841,ENSMUSG00000046330,72713621,0.0023781212841854932,control
841,1,1,669,ENSMUSG00000046330,72713631,0.0014947683109118087,control
842,1,1,643,ENSMUSG00000046330,72713640,0.0015552099533437014,control
843,1,2,548,ENSMUSG00000046330,72713669,0.0036496350364963502,control
844,1,1,306,ENSMUSG00000039323,72852177,0.0032679738562091504,control
845,1,2,321,ENSMUSG00000039323,72852185,0.006230529595015576,control
846,1,1,401,ENSMUSG00000039323,72852233,0.0024937655860349127,control
847,1,1,426,ENSMUSG00000039323,72852294,0.002347417840375587,control
848,1,1,513,ENSMUSG00000039323,72852416,0.001949317738791423,control
849,1,1,508,ENSMUSG00000039323,72852422,0.001968503937007874,control
850,1,1,78,ENSMUSG00000026185,72858088,0.01282051282051282,control
851,1,2,80,ENSMUSG00000026185,72858146,0.025,control
852,1,1,21,ENSMUSG00000026185,72858604,0.047619047619047616,control
853,1,1,5,ENSMUSG00000026185,72861370,0.2,control
854,1,2,6,ENSMUSG00000026185,72861670,0.3333333333333333,control
855,1,1,58,ENSMUSG00000026185,72874352,0.017241379310344827,control
856,1,1,59,ENSMUSG00000026185,72874381,0.01694915254237288,control
857,1,1,27,ENSMUSG00000026185,72874522,0.037037037037037035,control
858,1,1,25,ENSMUSG00000026185,72874528,0.04,control
859,1,2,31,ENSMUSG00000006304,74236800,0.06451612903225806,control
860,1,1,114,ENSMUSG00000006304,74254834,0.008771929824561403,control
861,1,2,667,ENSMUSG00000006304,74256023,0.0029985007496251873,control
862,1,2,1268,ENSMUSG00000006304,74262505,0.0015772870662460567,control
863,1,1,1270,ENSMUSG00000006304,74262507,0.0007874015748031496,control
864,1,2,1445,ENSMUSG00000006304,74262534,0.001384083044982699,control
865,1,1,1491,ENSMUSG00000006304,74262547,0.0006706908115358819,control
866,1,1,1469,ENSMUSG00000006304,74262550,0.0006807351940095302,control
867,1,3,1562,ENSMUSG00000006304,74262576,0.0019206145966709346,control
868,1,6,1575,ENSMUSG00000006304,74263787,0.0038095238095238095,control
869,1,1,1536,ENSMUSG00000006304,74263793,0.0006510416666666666,control
870,1,1,1466,ENSMUSG00000006304,74263815,0.0006821282401091405,control
871,1,1,1456,ENSMUSG00000006304,74263817,0.0006868131868131869,control
872,1,1,1459,ENSMUSG00000006304,74263830,0.0006854009595613434,control
873,1,1,1420,ENSMUSG00000006304,74263837,0.0007042253521126761,control
874,1,1,1432,ENSMUSG00000006304,74263839,0.0006983240223463687,control
875,1,1,1429,ENSMUSG00000006304,74264363,0.0006997900629811056,control
876,1,1,1413,ENSMUSG00000006304,74264404,0.0007077140835102619,control
877,1,1,1071,ENSMUSG00000006304,74264440,0.0009337068160597573,control
878,1,1,1180,ENSMUSG00000006304,74267796,0.000847457627118644,control
879,1,1,1135,ENSMUSG00000006304,74267820,0.000881057268722467,control
880,1,1,1078,ENSMUSG00000006304,74267865,0.0009276437847866419,control
881,1,1,1069,ENSMUSG00000006304,74267879,0.0009354536950420954,control
882,1,1,989,ENSMUSG00000006304,74267891,0.0010111223458038423,control
883,1,6,872,ENSMUSG00000006304,74267986,0.006880733944954129,control
884,1,7,680,ENSMUSG00000006304,74267987,0.010294117647058823,control
885,1,2,539,ENSMUSG00000006304,74268020,0.0037105751391465678,control
886,1,1,568,ENSMUSG00000006304,74268028,0.0017605633802816902,control
887,1,1,631,ENSMUSG00000006304,74268054,0.001584786053882726,control
888,1,1,697,ENSMUSG00000006304,74268095,0.0014347202295552368,control
889,1,1,730,ENSMUSG00000006304,74268116,0.0013698630136986301,control
890,1,1,535,ENSMUSG00000006304,74268198,0.001869158878504673,control
891,1,1,403,ENSMUSG00000006304,74268206,0.0024813895781637717,control
892,1,1,438,ENSMUSG00000006299,74279993,0.00228310502283105,control
893,1,1,417,ENSMUSG00000006299,74280021,0.002398081534772182,control
894,1,2,422,ENSMUSG00000006299,74280031,0.004739336492890996,control
895,1,2,421,ENSMUSG00000006299,74280046,0.004750593824228029,control
896,1,1,372,ENSMUSG00000006299,74280080,0.002688172043010753,control
897,1,1,30,ENSMUSG00000026179,74287342,0.03333333333333333,control
898,1,1,67,ENSMUSG00000026179,74287407,0.014925373134328358,control
899,1,1,5,ENSMUSG00000099931,74297515,0.2,control
900,1,2,6,ENSMUSG00000006301,74302829,0.3333333333333333,control
901,1,2,6,ENSMUSG00000006301,74302837,0.3333333333333333,control
902,1,1,27,ENSMUSG00000033364,74435715,0.037037037037037035,control
903,1,1,51,ENSMUSG00000026174,74530723,0.0196078431372549,control
904,1,1,47,ENSMUSG00000026174,74530769,0.02127659574468085,control
905,1,1,29,ENSMUSG00000026172,74591882,0.034482758620689655,control
906,1,2,2,ENSMUSG00000033257,74697588,1.0,control
907,1,1,5,ENSMUSG00000033257,74697933,0.2,control
908,1,2,10,ENSMUSG00000033257,74701800,0.2,control
909,1,1,13,ENSMUSG00000090071,74857378,0.07692307692307693,control
910,1,1,113,ENSMUSG00000033159,75135988,0.008849557522123894,control
911,1,1,77,ENSMUSG00000033159,75136058,0.012987012987012988,control
912,1,1,23,ENSMUSG00000033159,75140971,0.043478260869565216,control
913,1,1,23,ENSMUSG00000033159,75140976,0.043478260869565216,control
914,1,2,110,ENSMUSG00000049339,75147684,0.01818181818181818,control
915,1,1,113,ENSMUSG00000049339,75147691,0.008849557522123894,control
916,1,1,89,ENSMUSG00000026197,75171331,0.011235955056179775,control
917,1,1,8,ENSMUSG00000026201,75211269,0.125,control
918,1,1,92,ENSMUSG00000026201,75213949,0.010869565217391304,control
919,1,1,155,ENSMUSG00000026201,75214069,0.0064516129032258064,control
920,1,1,158,ENSMUSG00000026201,75214081,0.006329113924050633,control
921,1,1,163,ENSMUSG00000026201,75214109,0.006134969325153374,control
922,1,1,461,ENSMUSG00000026202,75215577,0.0021691973969631237,control
923,1,1,480,ENSMUSG00000026202,75215588,0.0020833333333333333,control
924,1,1,507,ENSMUSG00000026202,75215602,0.0019723865877712033,control
925,1,1,754,ENSMUSG00000026202,75215705,0.001326259946949602,control
926,1,1,766,ENSMUSG00000026202,75215730,0.0013054830287206266,control
927,1,2,744,ENSMUSG00000026202,75215784,0.002688172043010753,control
928,1,1,648,ENSMUSG00000026202,75215806,0.0015432098765432098,control
929,1,1,547,ENSMUSG00000026202,75215835,0.0018281535648994515,control
930,1,1,545,ENSMUSG00000026202,75215838,0.001834862385321101,control
931,1,1,402,ENSMUSG00000026202,75215876,0.0024875621890547263,control
932,1,1,11,ENSMUSG00000026202,75216409,0.09090909090909091,control
933,1,2,38,ENSMUSG00000033061,75272242,0.05263157894736842,control
934,1,1,4,ENSMUSG00000026209,75315624,0.25,control
935,1,1,2,ENSMUSG00000026208,75360534,0.5,control
936,1,1,67,ENSMUSG00000033021,75442951,0.014925373134328358,control
937,1,2,46,ENSMUSG00000032997,75474743,0.043478260869565216,control
938,1,1,17,ENSMUSG00000026211,75490669,0.058823529411764705,control
939,1,1,6,ENSMUSG00000006576,75548391,0.16666666666666666,control
940,1,1,10,ENSMUSG00000006576,75548973,0.1,control
941,1,1,2,ENSMUSG00000006576,75551312,0.5,control
942,1,1,36,ENSMUSG00000026235,77367352,0.027777777777777776,control
943,1,1,40,ENSMUSG00000026235,77368285,0.025,control
944,1,1,101,ENSMUSG00000026245,78425086,0.009900990099009901,control
945,1,1,259,ENSMUSG00000026245,78425184,0.003861003861003861,control
946,1,2,283,ENSMUSG00000026245,78425271,0.007067137809187279,control
947,1,1,230,ENSMUSG00000026245,78425335,0.004347826086956522,control
948,1,1,11,ENSMUSG00000026245,78469249,0.09090909090909091,control
949,1,1,2,ENSMUSG00000079470,78667520,0.5,control
950,1,2,30,ENSMUSG00000032883,78681927,0.06666666666666667,control
951,1,1,36,ENSMUSG00000032883,78696151,0.027777777777777776,control
952,1,2,30,ENSMUSG00000032883,78699101,0.06666666666666667,control
953,1,1,17,ENSMUSG00000032883,78701284,0.058823529411764705,control
954,1,1,24,ENSMUSG00000032883,78706531,0.041666666666666664,control
955,1,3,82,ENSMUSG00000032883,78706750,0.036585365853658534,control
956,1,2,4,ENSMUSG00000099377,78783973,0.5,control
957,1,1,5,ENSMUSG00000047330,78819819,0.2,control
958,1,3,3,ENSMUSG00000047330,78820020,1.0,control
959,1,1,1,ENSMUSG00000072978,78968084,1.0,control
960,1,1,28,ENSMUSG00000050711,79434833,0.03571428571428571,control
961,1,1,31,ENSMUSG00000050711,79434878,0.03225806451612903,control
962,1,1,25,ENSMUSG00000050711,79434926,0.04,control
963,1,1,6,ENSMUSG00000073643,79702315,0.16666666666666666,control
964,1,1,9,ENSMUSG00000073643,79709139,0.1111111111111111,control
965,1,1,85,ENSMUSG00000026248,79781207,0.011764705882352941,control
966,1,1,98,ENSMUSG00000026248,79781226,0.01020408163265306,control
967,1,1,28,ENSMUSG00000026248,79781442,0.03571428571428571,control
968,1,1,55,ENSMUSG00000026249,79794322,0.01818181818181818,control
969,1,1,83,ENSMUSG00000026249,79794478,0.012048192771084338,control
970,1,1,74,ENSMUSG00000026249,79794698,0.013513513513513514,control
971,1,1,21,ENSMUSG00000026249,79810566,0.047619047619047616,control
972,1,1,211,ENSMUSG00000004364,80266941,0.004739336492890996,control
973,1,1,250,ENSMUSG00000004364,80267018,0.004,control
974,1,1,27,ENSMUSG00000038608,80501303,0.037037037037037035,control
975,1,1,26,ENSMUSG00000055980,82233352,0.038461538461538464,control
976,1,1,17,ENSMUSG00000055980,82233388,0.058823529411764705,control
977,1,1,42,ENSMUSG00000026150,82724973,0.023809523809523808,control
978,1,1,138,ENSMUSG00000026150,82750609,0.007246376811594203,control
979,1,1,108,ENSMUSG00000026150,82751684,0.009259259259259259,control
980,1,1,109,ENSMUSG00000026150,82751687,0.009174311926605505,control
981,1,1,100,ENSMUSG00000026150,82752009,0.01,control
982,1,1,242,ENSMUSG00000026150,82752121,0.004132231404958678,control
983,1,1,255,ENSMUSG00000026150,82752131,0.00392156862745098,control
984,1,1,289,ENSMUSG00000026150,82752158,0.0034602076124567475,control
985,1,1,368,ENSMUSG00000026150,82752252,0.002717391304347826,control
986,1,1,371,ENSMUSG00000026150,82752275,0.0026954177897574125,control
987,1,1,351,ENSMUSG00000026150,82752284,0.002849002849002849,control
988,1,3,329,ENSMUSG00000026150,82752297,0.00911854103343465,control
989,1,1,180,ENSMUSG00000026150,82752379,0.005555555555555556,control
990,1,2,2,ENSMUSG00000100744,82822664,1.0,control
991,1,1,1,ENSMUSG00000100744,82822705,1.0,control
992,1,1,1,ENSMUSG00000100744,82822800,1.0,control
993,1,1,6,ENSMUSG00000026159,82893432,0.16666666666666666,control
994,1,1,8,ENSMUSG00000026159,82895048,0.125,control
995,1,1,41,ENSMUSG00000026159,82895630,0.024390243902439025,control
996,1,1,40,ENSMUSG00000026159,82895631,0.025,control
997,1,1,62,ENSMUSG00000026159,82896244,0.016129032258064516,control
998,1,1,32,ENSMUSG00000036766,84369859,0.03125,control
999,1,1,38,ENSMUSG00000036766,84370009,0.02631578947368421,control
1000,1,1,1,ENSMUSG00000026219,84721693,1.0,control
1001,1,1,33,ENSMUSG00000026219,84722928,0.030303030303030304,control
1002,1,1,26,ENSMUSG00000026219,84723003,0.038461538461538464,control
1003,1,2,15,ENSMUSG00000026219,84723501,0.13333333333333333,control
1004,1,1,14,ENSMUSG00000026219,84723755,0.07142857142857142,control
1005,1,2,57,ENSMUSG00000026219,84724305,0.03508771929824561,control
1006,1,1,4,ENSMUSG00000026219,84738695,0.25,control
1007,1,2,14,ENSMUSG00000026219,84793987,0.14285714285714285,control
1008,1,1,31,ENSMUSG00000073633,84900320,0.03225806451612903,control
1009,1,1,28,ENSMUSG00000073633,84900349,0.03571428571428571,control
1010,1,2,4,ENSMUSG00000026222,85691992,0.5,control
1011,1,1,95,ENSMUSG00000036707,85849851,0.010526315789473684,control
1012,1,1,95,ENSMUSG00000036707,85849938,0.010526315789473684,control
1013,1,2,52,ENSMUSG00000036707,85850024,0.038461538461538464,control
1014,1,1,46,ENSMUSG00000036707,85851247,0.021739130434782608,control
1015,1,2,59,ENSMUSG00000036707,85851258,0.03389830508474576,control
1016,1,1,98,ENSMUSG00000036707,85851356,0.01020408163265306,control
1017,1,1,192,ENSMUSG00000026223,85908496,0.005208333333333333,control
1018,1,2,187,ENSMUSG00000026223,85908515,0.0106951871657754,control
1019,1,1,175,ENSMUSG00000026223,85908564,0.005714285714285714,control
1020,1,1,42,ENSMUSG00000026229,86075817,0.023809523809523808,control
1021,1,2,115,ENSMUSG00000026229,86126479,0.017391304347826087,control
1022,1,1,51,ENSMUSG00000026229,86132748,0.0196078431372549,control
1023,1,1,8,ENSMUSG00000062590,86252435,0.125,control
1024,1,1,4,ENSMUSG00000091806,86323289,0.25,control
1025,1,1,62,ENSMUSG00000026234,86350000,0.016129032258064516,control
1026,1,3,71,ENSMUSG00000026234,86350001,0.04225352112676056,control
1027,1,3,76,ENSMUSG00000026234,86350005,0.039473684210526314,control
1028,1,1,784,ENSMUSG00000026234,86350506,0.0012755102040816326,control
1029,1,1,976,ENSMUSG00000026234,86350551,0.0010245901639344263,control
1030,1,2,1046,ENSMUSG00000026234,86350563,0.0019120458891013384,control
1031,1,2,1051,ENSMUSG00000026234,86350564,0.0019029495718363464,control
1032,1,1,1134,ENSMUSG00000026234,86350588,0.0008818342151675485,control
1033,1,1,1225,ENSMUSG00000026234,86350613,0.0008163265306122449,control
1034,1,1,1229,ENSMUSG00000026234,86350684,0.0008136696501220504,control
1035,1,1,1173,ENSMUSG00000026234,86350817,0.0008525149190110827,control
1036,1,1,1126,ENSMUSG00000026234,86350839,0.0008880994671403197,control
1037,1,1,1056,ENSMUSG00000026234,86350854,0.000946969696969697,control
1038,1,2,920,ENSMUSG00000026234,86350881,0.002173913043478261,control
1039,1,1,823,ENSMUSG00000026234,86350902,0.001215066828675577,control
1040,1,1,787,ENSMUSG00000026234,86350908,0.0012706480304955528,control
1041,1,1,448,ENSMUSG00000026234,86351023,0.002232142857142857,control
1042,1,1,409,ENSMUSG00000026234,86351392,0.0024449877750611247,control
1043,1,1,413,ENSMUSG00000026234,86351410,0.002421307506053269,control
1044,1,2,388,ENSMUSG00000026234,86351435,0.005154639175257732,control
1045,1,2,317,ENSMUSG00000026234,86352271,0.006309148264984227,control
1046,1,1,324,ENSMUSG00000026234,86352296,0.0030864197530864196,control
1047,1,1,304,ENSMUSG00000026234,86352459,0.003289473684210526,control
1048,1,1,300,ENSMUSG00000026234,86352563,0.0033333333333333335,control
1049,1,1,298,ENSMUSG00000026234,86352575,0.003355704697986577,control
1050,1,1,293,ENSMUSG00000026234,86352577,0.0034129692832764505,control
1051,1,1,498,ENSMUSG00000026234,86353246,0.002008032128514056,control
1052,1,1,553,ENSMUSG00000026234,86353725,0.0018083182640144665,control
1053,1,2,598,ENSMUSG00000026234,86353736,0.0033444816053511705,control
1054,1,1,948,ENSMUSG00000026234,86353815,0.0010548523206751054,control
1055,1,2,1218,ENSMUSG00000026234,86355051,0.0016420361247947454,control
1056,1,1,1353,ENSMUSG00000026234,86355070,0.0007390983000739098,control
1057,1,1,1394,ENSMUSG00000026234,86355078,0.0007173601147776184,control
1058,1,1,1401,ENSMUSG00000026234,86355116,0.0007137758743754461,control
1059,1,1,1443,ENSMUSG00000026234,86355124,0.000693000693000693,control
1060,1,1,1457,ENSMUSG00000026234,86355138,0.0006863417982155113,control
1061,1,1,1505,ENSMUSG00000026234,86356059,0.000664451827242525,control
1062,1,1,1586,ENSMUSG00000026234,86356084,0.0006305170239596469,control
1063,1,2,1672,ENSMUSG00000026234,86356099,0.0011961722488038277,control
1064,1,2,1606,ENSMUSG00000026234,86356116,0.0012453300124533001,control
1065,1,1,1611,ENSMUSG00000026234,86356150,0.0006207324643078833,control
1066,1,1,1539,ENSMUSG00000026234,86356173,0.000649772579597141,control
1067,1,1,1239,ENSMUSG00000026234,86356417,0.0008071025020177562,control
1068,1,4,1261,ENSMUSG00000026234,86356437,0.0031720856463124504,control
1069,1,3,1223,ENSMUSG00000026234,86356574,0.0024529844644317253,control
1070,1,5,1240,ENSMUSG00000026234,86356577,0.004032258064516129,control
1071,1,1,1315,ENSMUSG00000026234,86356601,0.0007604562737642585,control
1072,1,1,1334,ENSMUSG00000026234,86356619,0.0007496251874062968,control
1073,1,1,1336,ENSMUSG00000026234,86356637,0.0007485029940119761,control
1074,1,1,1845,ENSMUSG00000026234,86356736,0.0005420054200542005,control
1075,1,3,1862,ENSMUSG00000026234,86356972,0.001611170784103115,control
1076,1,1,1886,ENSMUSG00000026234,86356975,0.0005302226935312832,control
1077,1,1,2032,ENSMUSG00000026234,86357002,0.0004921259842519685,control
1078,1,2,2029,ENSMUSG00000026234,86357005,0.0009857072449482504,control
1079,1,1,1997,ENSMUSG00000026234,86357035,0.000500751126690035,control
1080,1,1,1999,ENSMUSG00000026234,86357038,0.0005002501250625312,control
1081,1,1,1976,ENSMUSG00000026234,86357080,0.0005060728744939271,control
1082,1,1,1994,ENSMUSG00000026234,86357082,0.0005015045135406219,control
1083,1,1,1941,ENSMUSG00000026234,86357086,0.0005151983513652757,control
1084,1,4,2158,ENSMUSG00000026234,86357098,0.0018535681186283596,control
1085,1,2,2143,ENSMUSG00000026234,86357113,0.0009332711152589828,control
1086,1,3,2134,ENSMUSG00000026234,86357119,0.0014058106841611997,control
1087,1,1,2125,ENSMUSG00000026234,86357122,0.00047058823529411766,control
1088,1,1,2129,ENSMUSG00000026234,86357128,0.0004697040864255519,control
1089,1,1,2016,ENSMUSG00000026234,86357149,0.000496031746031746,control
1090,1,2,2002,ENSMUSG00000026234,86357152,0.000999000999000999,control
1091,1,1,2011,ENSMUSG00000026234,86357194,0.0004972650422675286,control
1092,1,1,1549,ENSMUSG00000026234,86357218,0.0006455777921239509,control
1093,1,2,1533,ENSMUSG00000026234,86357221,0.001304631441617743,control
1094,1,1,1520,ENSMUSG00000026234,86357224,0.0006578947368421052,control
1095,1,1,1357,ENSMUSG00000026234,86357251,0.0007369196757553427,control
1096,1,1,1318,ENSMUSG00000026234,86357263,0.0007587253414264037,control
1097,1,1,1298,ENSMUSG00000026234,86357305,0.0007704160246533128,control
1098,1,1,1254,ENSMUSG00000026234,86357318,0.0007974481658692185,control
1099,1,1,1125,ENSMUSG00000026234,86357341,0.0008888888888888889,control
1100,1,1,1000,ENSMUSG00000026234,86357390,0.001,control
1101,1,1,977,ENSMUSG00000026234,86357419,0.0010235414534288639,control
1102,1,1,796,ENSMUSG00000026234,86358143,0.001256281407035176,control
