p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.0946949515725916e-24	0.6695654620845364	0.976	0.636	6.172059611416377e-20	1	HSPE1
3.9676661439170115e-15	0.6695349400362239	0.655	0.293	7.913113357428087e-11	4	CMSS1
1.0753121690050271e-7	0.668971900138732	0.556	0.259	0.002144602589863626	6	CSTA
1.5859602409665657e-9	0.668920147911892	0.134	0.03	3.1630391045837185e-5	2	REL
3.494626839650618e-27	0.6685841814438991	0.814	0.512	6.969683768999193e-23	1	FBL
1.4330912663708848e-31	0.6684565400282252	0.305	0.045	2.8581572216500926e-27	1	GULP1
1.5950028909084336e-15	0.6682389642551176	0.81	0.432	3.18107376562778e-11	4	NOP56
5.854355559100179e-19	0.6681821332837714	1	0.974	1.1675926727069398e-14	5	RPL18A
9.166420853767737e-14	0.6681640179255997	0.81	0.464	1.8281509750754375e-9	4	DNPH1
1.2161398307436353e-4	0.667470302109171	0.134	0.059	1	2	ODF3B
6.365655629389867e-13	0.6674380673252513	0.987	0.721	1.269566358725515e-8	5	PSMB1
4.786943495870789e-12	0.6673901862297398	0.879	0.546	9.547080108164702e-8	4	FIS1
1.3234190597610148e-21	0.6660413575120048	1	0.908	2.639426972787368e-17	4	NDUFA4
6.696597690420105e-5	0.6652234992516382	0.194	0.068	1	6	DOK3
7.609017054994841e-12	0.6651272424418027	0.81	0.523	1.517542361448171e-7	4	MCTS1
7.094846325108001e-13	0.6646342249478288	0.139	0.012	1.4149961510795397e-8	6	RENBP
1.847993627249073e-25	0.6646067445746227	0.773	0.316	3.6856384901855515e-21	3	BRIX1
7.770224702212068e-5	0.6646038367640338	0.161	0.076	1	2	CTDSP1
2.7690148429595327e-8	0.6645295237623158	0.113	0.025	5.522523202798492e-4	2	F5
5.040130976152851e-17	0.6643438041435861	0.707	0.308	1.0052037218839245e-12	4	RUVBL1
8.415280325611322e-8	0.6641496105923284	0.151	0.045	0.0016783435081399222	2	IKZF1
1.7922237548919744e-14	0.6639467940808679	0.538	0.188	3.5744110567565536e-10	5	NABP1
2.8518417318742884e-19	0.6636564432776328	0.841	0.567	5.6877131500500805e-15	3	MRPL21
6.423541160295787e-4	0.6633021119943454	0.333	0.105	1	7	VOPP1
1.6394619724774533e-11	0.6631453827823757	1	0.789	3.269742957909033e-7	5	DAD1
0.005972065935848126	0.6630238296320252	0.667	0.467	1	7	GTF3A
3.375725463139634e-11	0.662999637406624	0.793	0.497	6.732546863685685e-7	4	UBE2V2
1.5358494408543138e-12	0.6627475142996313	0.897	0.699	3.0630981248398436e-8	4	RBX1
1.7450349592370992e-6	0.6624424545595718	0.194	0.053	0.03480297722702471	6	TRIM22
4.940162023258826e-15	0.6624111870481513	0.647	0.295	9.852659139187402e-11	4	DIMT1
2.732149515600293e-4	0.6623597309445599	0.139	0.044	1	6	IL16
1.1868818820967833e-15	0.6621602723635407	0.769	0.312	2.3671172256538246e-11	5	TMED1
5.792510281050544e-12	0.6621085428834419	0.681	0.357	1.1552582504527206e-7	4	ACAT1
8.309798862733309e-26	0.6619010745768534	0.932	0.89	1.657306285183531e-21	3	SLC25A5
5.125797352388616e-38	0.6618176669387323	0.614	0.145	1.0222890239603855e-33	3	PARP2
7.02559346168997e-8	0.6614907291043121	0.118	0.029	0.0014011843599994475	2	CSF2RA
5.710624097378733e-13	0.6612967514392567	0.897	0.453	1.1389268699812144e-8	5	TFG
5.669441505480649e-19	0.6611970249859818	0.886	0.741	1.1307134138530607e-14	3	WDR83OS
7.409466031453423e-28	0.6611440947488791	0.955	0.97	1.4777439053130708e-23	3	RPL35A
9.700699756800523e-19	0.6608496949416149	0.491	0.152	1.9347075594962963e-14	4	CCNB2
2.060630554677058e-12	0.6608403057576369	0.872	0.439	4.109721578247924e-8	5	KDELR2
1.8320003800033573e-37	0.6605448469562694	0.269	0.012	3.653741557878696e-33	1	SNAP25
4.340885848569348e-13	0.6605145242664703	0.388	0.134	8.657462736386707e-9	4	AURKA
3.343798246475859e-22	0.6601799127834287	0.909	0.814	6.668871222771453e-18	3	HSPA8
2.561164384370893e-14	0.6598122045778592	0.957	0.685	5.107986248189309e-10	4	YWHAE
2.0577960806020188e-25	0.6594692792774934	0.83	0.389	4.104068503152666e-21	3	GLO1
6.89943951323054e-20	0.6593368629716343	0.852	0.495	1.3760242165186989e-15	3	EEF1E1
0.009051298455600133	0.6589610101445089	0.156	0.102	1	2	CDKN2D
1.8032408244565556e-5	0.6588632290054823	0.792	0.821	0.35963835002961547	6	TSPO
4.034199572636654e-8	0.6587255768858115	0.124	0.03	8.045807627666543e-4	2	METTL7A
5.322623694959287e-13	0.6583677768371694	0.914	0.677	1.0615440697226803e-8	4	PSMB5
3.927876172100934e-4	0.6583310954509223	1	0.984	1	7	MT-ND5
9.65033982676466e-4	0.6580541092766352	0.444	0.165	1	7	N4BP2L2
1.8824931319339514e-10	0.6579888731964765	0.139	0.016	3.7544443023290727e-6	6	CD244
1.7161217794434656e-31	0.6578661184484965	0.716	0.233	3.422633276922048e-27	3	AC012146.1
1.8741146547829556e-12	0.6577818792924094	0.113	0.013	3.7377342674991266e-8	2	SIGLEC9
1.1712390837290421e-22	0.6577510977408585	0.846	0.57	2.3359192285892017e-18	1	SMIM26
1.963757592495211e-14	0.6575854331170825	0.56	0.238	3.9165181424724487e-10	4	MIR4458HG
8.570361933368104e-4	0.6575456914241697	0.5	0.188	1	7	CTSH
1.9643894161078656e-22	0.6575420067370454	0.59	0.151	3.917778251485527e-18	5	PDLIM4
3.031777386038204e-11	0.6574348548222404	0.784	0.522	6.046576818714594e-7	4	FAM162A
3.0683904114636187e-14	0.6573460999101364	0.125	0.008	6.119597836623041e-10	6	CALHM6
0.009936689651081193	0.6568907505346404	0.611	0.752	1	6	LAMTOR4
1.1701030569969468e-21	0.6567287542680198	0.586	0.175	2.3336535368747106e-17	4	AURKB
7.606595839695072e-12	0.6566410954048743	0.759	0.437	1.5170594742687852e-7	4	MRPL50
4.577512123293193e-15	0.6565691402893066	0.957	0.815	9.129390178695945e-11	4	HSPA8
1.4150672593708185e-17	0.6556637564024272	0.552	0.205	2.8222101420891603e-13	4	ECSIT
2.160777562424042e-5	0.6556227559057829	0.153	0.042	0.4309454770498509	6	SH3BP1
2.530073314012869e-34	0.6554003222506797	0.665	0.193	5.045978217467266e-30	3	CTNNAL1
1.4706578547094698e-4	0.655299725596136	0.111	0.029	1	6	TPPP3
0.0015211241427547666	0.6551280231070087	1	0.757	1	7	SEC61B
1.4582169484016163e-12	0.6550458285825782	0.69	0.368	2.9082678818921836e-8	4	HAX1
8.51536461786808e-15	0.6547685265562903	0.629	0.285	1.6983043193876096e-10	4	QTRT1
1.325237468080527e-11	0.6547614294499673	0.888	0.578	2.643053606339803e-7	4	DDT
4.408032268930307e-22	0.6546273971934973	0.811	0.553	8.791379557154605e-18	1	GTF2A2
1.3696880174164578e-22	0.6545598587778145	1	0.895	2.7317057819353834e-18	4	RPS25
4.519117612336491e-12	0.6541752564619077	0.853	0.559	9.012928166043899e-8	4	TPRKB
4.896154354911043e-6	0.6540108623635579	0.113	0.035	0.09764890245434585	2	SH2B3
5.261356770582879e-13	0.6538118809053517	0.845	0.5	1.0493249943250495e-8	4	TIMM10
4.1834093706125656e-22	0.6534967274402086	0.835	0.437	8.3433916487497e-18	3	UQCC2
4.7977325038413327e-20	0.6532807798485618	0.314	0.096	9.568597705661154e-16	1	TGM2
3.267476911745717e-11	0.6532691199557288	0.59	0.256	6.516655952785657e-7	5	L3HYPDH
2.898058737941716e-14	0.6532237983410332	0.75	0.389	5.779888346950959e-10	4	ELOF1
1.2106299711484337e-49	0.6531670893383017	0.534	0.074	2.414480414458436e-45	3	CDC45
1.3608258019381012e-10	0.6530495892353438	0.774	0.872	2.714030979385349e-6	2	RHOA
6.349052793660476e-12	0.6528908865741725	0.81	0.497	1.2662550891676454e-7	4	PSMC6
0.004986248098212417	0.6525788586864159	0.571	0.514	1	1	IGFBP7
4.9072834118087725e-24	0.6524712338744396	0.825	0.576	9.7870860365114155e-20	1	SARAF
3.9609513723076986e-27	0.6517135115625501	0.665	0.231	7.899721416930474e-23	3	C12orf45
2.101551159032179e-34	0.6516489016498791	0.225	0.003	4.191333631573778e-30	1	CASC15
1.563257222718384e-17	0.6516107043987169	0.83	0.54	3.117760204989545e-13	3	CAV1
1.36131195695837e-10	0.6514586924448402	0.808	0.458	2.715000566957773e-6	5	DNAJC19
1.416911174363046e-21	0.6514419439630288	0.991	0.904	2.8258876461496587e-17	4	RPL7A
2.6516454118806157e-7	0.6510693933510879	0.108	0.026	0.0052884416094547	2	AC245128.3
4.864391709248899e-13	0.6499760434292343	0.744	0.343	9.701542824926004e-9	5	ISG15
0.005094803222738763	0.6497487899013888	0.194	0.101	1	6	PTPN18
8.473144514733461e-44	0.6494716262635208	0.562	0.098	1.6898839420184416e-39	3	NUF2
1.5757195284342223e-8	0.6492009895935587	0.134	0.033	3.142615027509213e-4	2	LILRB1
7.160178593638263e-15	0.6491522820322619	0.793	0.45	1.4280260187152154e-10	4	MRPL40
5.170991309369015e-6	0.6491489488578368	0.145	0.054	0.10313025067405564	2	NPL
9.440654627751282e-9	0.649085917936969	0.793	0.508	1.8828441589587155e-4	4	ITGAE
2.0637666199684417e-5	0.6485475634947473	0.102	0.033	0.411597614686506	2	MAP3K3
1.0947990554070631e-10	0.6481972742004547	0.91	0.485	2.1834672361038468e-6	5	LAGE3
5.90094682419214e-20	0.6481068040080701	0.583	0.334	1.1768848346168805e-15	1	ACTN4
7.629136913203371e-25	0.6480935612208434	0.761	0.314	1.5215550659692804e-20	3	DCTPP1
2.0064469510898674e-14	0.6479224302407209	0.647	0.296	4.001657799253631e-10	4	PSAT1
1.668669278278059e-14	0.647488596554654	0.731	0.295	3.327994008597761e-10	5	GPX8
4.2934630622675194e-26	0.6474270551150457	0.795	0.332	8.562882731386341e-22	3	BZW2
1.781037931031979e-7	0.6473844968430724	0.167	0.035	0.003552102049650179	6	HVCN1
1.0738804966544452e-10	0.6473029334712934	0.845	0.528	2.1417472625276256e-6	4	EMC6
2.9461927425533206e-11	0.6471026580378649	0.987	0.634	5.875886805748343e-7	5	SNRPC
8.718798813141513e-9	0.6469563846428308	0.125	0.016	1.7388772352929435e-4	6	SH2D3C
2.925362675338115e-11	0.6469175302762531	0.118	0.018	5.834343319694337e-7	2	FLI1
1.7415685046288122e-10	0.6465495376922248	0.897	0.478	3.473384225631703e-6	5	LSM7
3.855817086822264e-24	0.6464321104407571	0.807	0.356	7.690041597958324e-20	3	SLPI
4.455654797615399e-17	0.6464018086783878	0.346	0.07	8.886357928364152e-13	5	TNFRSF11B
1.707689883730083e-24	0.6460784423336392	1	0.972	3.405816704111278e-20	4	RPL18A
1.740100999628666e-21	0.6459187187866284	0.453	0.204	3.470457433659412e-17	1	ABHD12
9.383997357817887e-19	0.645776443947568	0.447	0.217	1.8715444330431995e-14	1	HSPH1
1.0783978948365383e-8	0.64564875621612	0.917	0.925	2.150756761461992e-4	6	DDX5
1.5084400752063435e-16	0.6454729082842886	0.517	0.19	3.0084328859915315e-12	4	RFC2
3.1465572226503877e-14	0.6454357703396048	0.914	0.574	6.275493724853934e-10	4	TMEM14B
2.673245155881884e-18	0.6452889368180552	0.713	0.464	5.3315201388908293e-14	1	CAV2
0.0010508691034390668	0.645167240529432	0.151	0.083	1	2	MYO9B
7.534000981945411e-12	0.6450243263348714	0.767	0.431	1.5025811558391928e-7	4	OAT
5.3235878593945446e-11	0.645019011550261	0.853	0.576	1.0617363626776479e-6	4	PSMD7
5.1316119438698944e-20	0.6447158766540806	0.978	0.986	1.0234486860854118e-15	2	MT-ND5
6.223609948321137e-16	0.644650678550756	0.551	0.179	1.2412367680931675e-11	5	CT83
1.490588155130506e-18	0.6444520965662619	0.875	0.671	2.9728290165922814e-14	3	BSG
8.42441762052649e-33	0.6442420451178242	0.32	0.046	1.6801658502378031e-28	1	PFKFB3
3.3305640782905944e-10	0.6441270478297785	0.586	0.324	6.642476997742761e-6	4	DCUN1D5
9.579565745442221e-6	0.6441204386550903	0.14	0.054	0.19105485922709967	2	PIK3CD
9.93525833084514e-20	0.643700681677724	0.841	0.491	1.981487921503755e-15	3	TIMM8B
2.0552756387901936e-6	0.6436719729952097	0.125	0.024	0.04099041734003162	6	SIGLEC9
2.2767019528374263e-18	0.643632133630266	0.852	0.484	4.540654374738963e-14	3	NUDT5
0.005329174553618251	0.6435872351510739	0.161	0.102	1	2	PLXNB2
1.974799307236722e-16	0.64335113933026	0.483	0.175	3.938539738352918e-12	4	VRK1
1.3383827781931475e-24	0.6433374206575198	0.926	0.859	2.6692706128284133e-20	3	PPIA
3.354525097001357e-20	0.6431576632089455	0.795	0.411	6.690264853459507e-16	3	ILF3
7.276533503670422e-10	0.6431158904590978	0.692	0.371	1.451231841972029e-5	5	AP000769.1
4.5151882434245504e-8	0.6427952855323724	0.118	0.028	9.005091432685924e-4	2	PLXNC1
1.2767957272831458e-26	0.6421911383765533	0.728	0.432	2.546441398493506e-22	1	MIEN1
2.9162069142130314e-5	0.6419714558317907	0.153	0.043	0.581608306970647	6	SAMSN1
1.883594477170032e-22	0.6418493416553186	0.512	0.237	3.756640825267912e-18	1	TNFRSF1A
1.6211247872434265e-15	0.6410926838384635	0.647	0.288	3.2331712756782895e-11	4	MPHOSPH6
6.428781978043508e-12	0.6406878929427413	1	0.68	1.2821562777009974e-7	5	PSMB5
4.5105625709546246e-4	0.6397311185466826	0.167	0.062	1	6	RARA
1.90859724543209e-19	0.6392948763171729	0.858	0.54	3.80650634628976e-15	3	H2AFV
7.458463255805446e-16	0.6385716140760227	1	0.965	1.487515911737838e-11	5	RPL35A
7.201331437799754e-9	0.6384154984835149	0.302	0.122	1.436233541954783e-4	4	CENPH
4.5049926400278116e-30	0.6382020711663052	0.636	0.181	8.984757321271467e-26	3	COL8A1
7.844679929875081e-23	0.638138479506045	0.817	0.534	1.5645429652142861e-18	1	ATRAID
1.0497119226716292e-19	0.6374546464058621	0.983	0.931	2.0935454585762973e-15	4	RPL14
7.305305608464158e-18	0.6373673048918127	0.858	0.587	1.4569701505520917e-13	3	NDUFS6
4.04425560937938e-9	0.6373448970863413	0.177	0.053	8.065863387346236e-5	2	KLF2
7.665205308562236e-28	0.6372794320749856	0.167	0.001	1.5287485467396523e-23	7	LINC01480
3.7050473495612776e-34	0.6368562512907906	0.642	0.173	7.389346433965012e-30	3	TEX30
1.136740497798159e-32	0.6363572660105158	0.222	0.002	2.267115248808648e-28	7	AL365361.1
9.520530145269868e-12	0.63632192795054765	0.776	0.44	1.8987745321726226e-7	4	ILF3
6.794837838912487e-23	0.6363152722729744	0.795	0.375	1.3551624585927064e-18	3	AIMP2
3.45712152750106e-12	0.6362679289344765	0.102	0.01	6.894883174448113e-8	2	CCR1
1.6667350499212066e-6	0.6358890061637139	0.25	0.078	0.03324136383562854	6	MARCH1
4.285393798371376e-19	0.6356561263482	0.618	0.401	8.546789391471872e-15	1	GPI
5.985448118979173e-11	0.6355503107115177	0.962	0.657	1.1937377728492063e-6	5	NDUFS8
4.6102346814182743e-29	0.6353367383430242	0.631	0.184	9.194652048620606e-25	3	UGCG
1.2767314329064765e-7	0.6346090123682593	0.489	0.267	0.0025463131697886767	3	CXCL1
4.980603849618135e-6	0.6345102708969119	0.111	0.021	0.09933316317678409	6	N4BP2L1
6.170705099573741e-20	0.6344361481722891	0.892	0.665	1.2306854250589868e-15	3	PSMB5
1.599582090309504e-60	0.6342979227546	0.278	0	3.1902065209132747e-56	7	PKHD1L1
3.727187940507602e-12	0.6342851220036347	0.859	0.413	7.433503628548361e-8	5	MRPL4
8.637056629115435e-12	0.6340919576782065	0.759	0.448	1.7225745741107824e-7	4	AK6
8.318230640802224e-35	0.6339431008216159	0.682	0.189	1.6589879190015955e-30	3	PVT1
4.6672940550515235e-11	0.6339268558311617	0.974	0.67	9.308451263394758e-7	5	C19orf53
3.1020873418201125e-18	0.6330442075175571	0.864	0.567	6.186802994526032e-14	3	C19orf70
7.1690168540832e-14	0.6325742097741354	0.741	0.381	1.4297887213783534e-9	4	C19orf24
2.6111060102304034e-16	0.6323274945358821	0.569	0.226	5.207589826803517e-12	4	CALB2
8.300627201001286e-13	0.632056634334676	0.756	0.33	1.6554770889676964e-8	5	SMIM4
4.559533226049788e-11	0.6319424517933712	0.828	0.54	9.093533066033697e-7	4	MRPL14
1.8814997775256186e-24	0.6318838392856412	0.509	0.17	3.752463156297094e-20	1	RPS4Y1
2.394780465246475e-10	0.6316227666112102	0.987	0.742	4.77615015988757e-6	5	SEC61B
5.534271118105067e-4	0.6316008634051447	0.153	0.055	1	6	TNFRSF14
1.3075209402097598e-30	0.6315454389914235	0.705	0.226	2.607719763154345e-26	3	SMC4
7.302071329597275e-11	0.6313903445138029	0.578	0.297	1.4563251059748805e-6	4	FARSB
1.4292969396408768e-10	0.6306021595805991	0.879	0.603	2.8505898164197647e-6	4	EIF5
1.2303184506928278e-19	0.6305760736357984	0.846	0.618	2.4537471180617757e-15	1	ZFAS1
3.034442579023986e-4	0.6305628619463947	0.145	0.071	1	2	MOB3A
1.4311492554256285e-22	0.6303940727229604	0.994	0.916	2.8542840750208735e-18	1	S100A10
6.254064169110898e-14	0.6302300658828708	1	0.872	1.2473105578874776e-9	5	SRP14
1.786526254480366e-4	0.6302267063753826	0.889	0.428	1	7	ARHGDIB
1.28867366442141e-11	0.6300248724028084	0.759	0.448	2.57013075632206e-7	4	G3BP1
2.0000719376090796e-9	0.6296797721431848	0.846	0.496	3.9889434723675485e-5	5	PLOD2
1.6931741324609673e-25	0.6296624087953824	0.625	0.198	3.376866489780153e-21	3	MGP
2.0777534661855538e-12	0.6295880668394302	0.125	0.01	4.1438715129604686e-8	6	IL12RB1
6.654445258617393e-15	0.6295711485601212	0.612	0.266	1.327162562378653e-10	4	PPP1R14B
4.085302760642341e-24	0.6292558590116335	0.824	0.356	8.147727825825086e-20	3	NOP58
3.4776221388754916e-4	0.6290141441891972	0.161	0.085	1	2	PLEC
2.2623711524432395e-14	0.6287570105316866	0.457	0.167	4.512073026432797e-10	4	MYL9
1.230138895066918e-20	0.6287045012034675	0.991	0.945	2.453389012321461e-16	4	UBA52
9.338814313464035e-27	0.6285206298008352	0.426	0.095	1.862533126677267e-22	3	LY6K
9.834673284734497e-17	0.6284526741883001	0.678	0.443	1.961427239907448e-12	1	PLOD2
2.5524237266534562e-20	0.6280040701718934	0.669	0.404	5.090553880437653e-16	1	CHMP5
1.2621845105831174e-13	0.627720140990628	0.466	0.171	2.517300787906969e-9	4	CDC20
8.915836668995713e-4	0.6273755721139899	0.151	0.08	1	2	FKBP15
9.23964941801156e-12	0.6270570920069001	0.974	0.737	1.8427556799282256e-7	5	MGST3
5.203531814894444e-18	0.6266272656716084	0.541	0.32	1.037792385162548e-13	1	PLPP2
7.405987900778692e-42	0.6260950613809961	0.455	0.063	1.4770502269313023e-37	3	CENPA
6.088679467841185e-17	0.6259715349503403	0.991	0.855	1.214326233066246e-12	4	HINT1
6.202127559952504e-27	0.625350692966335	0.733	0.27	1.2369523205569273e-22	3	RPF2
3.3850013959736384e-6	0.6252426120005301	0.172	0.069	0.06751046784129824	2	APBB1IP
5.832112317871965e-14	0.6249392176035631	0.681	0.336	1.1631564806763847e-9	4	POP7
0.002713286013909939	0.6248956597638817	1	0.859	1	7	TMBIM6
1.4552338497517419e-12	0.6247120098060224	1	0.816	2.902318389944874e-8	5	SUB1
6.063365803815336e-12	0.6246689193937691	0.655	0.348	1.2092776759129307e-7	4	HACD1
5.517880538412003e-20	0.6246059066370364	0.586	0.33	1.1004860945808898e-15	1	CHMP2B
5.722222582064067e-21	0.6246052082921028	0.284	0.076	1.1412400717668574e-16	1	MID1
1.5863011213285247e-9	0.6243610786552183	0.69	0.403	3.1637189563776096e-5	4	MRPS10
6.666654348789292e-15	0.6243314491420704	0.966	0.831	1.3295975433225364e-10	4	RPL26
0.0012957776656646555	0.624287096592998	0.153	0.059	1	6	PLCB2
0.004614429974103132	0.6241835140046452	0.111	0.041	1	6	PRAM1
4.881078425091028e-13	0.6239447669210282	0.111	0.007	9.734822811001546e-9	6	CHST2
0.004790846633423261	0.6238690871248548	0.129	0.074	1	2	UBL3
3.604608560773663e-17	0.6237308131685673	0.949	0.975	7.189031313606993e-13	3	LGALS1
8.177432107239481e-18	0.6237222259713981	0.841	0.496	1.630907059467842e-13	3	RPL26L1
1.3606241525497473e-27	0.6232982686115887	0.814	0.474	2.713628809845216e-23	1	NEAT1
0.0013174324881486583	0.623293856659763	0.21	0.132	1	2	OAS1
0.0014010869932277379	0.6227719027291685	0.778	0.883	1	6	GNG5
4.688105138984329e-28	0.6223211178804068	0.727	0.274	9.349956889190347e-24	3	DCUN1D5
3.493878282095595e-9	0.6220346633250664	0.949	0.646	6.968190845811455e-5	5	PSMA1
2.897816939029633e-25	0.6217512437273836	0.372	0.052	5.7794061032007e-21	5	FILIP1L
1.7633839478474763e-26	0.6216280419634177	0.784	0.309	3.516892945587007e-22	3	YWHAH
1.3480087596505206e-11	0.6213523964179801	0.987	0.896	2.6884686702469984e-7	5	ANXA1
3.527756135731367e-19	0.6213192669128551	0.795	0.433	7.035756837102638e-15	3	HMGA1
2.0230706205501625e-11	0.6212169856466092	0.776	0.475	4.034812045625244e-7	4	PRSS23
3.705212301013192e-17	0.6209233273386785	0.628	0.206	7.389675413140711e-13	5	AHR
1.4360906819875683e-29	0.6207047824556661	0.716	0.241	2.8641392561560062e-25	3	C3orf14
8.611626250613492e-15	0.6206134226948294	0.578	0.25	1.717502739422355e-10	4	GNPNAT1
3.903533532702034e-39	0.6205271915887944	0.281	0.012	7.785207277620936e-35	1	PPP1R14A
5.285620020946496e-10	0.6202460458383208	0.672	0.403	1.0541640569775693e-5	4	MED31
7.112898135706268e-4	0.6200071462703214	0.139	0.047	1	6	ARHGAP4
1.123604895547473e-16	0.6197239595173822	0.509	0.182	2.2409176036798805e-12	4	OXCT1
4.550671689713308e-19	0.6197083729084385	0.885	0.649	9.075859617964221e-15	1	MDH1
5.228902106902304e-4	0.6194110816027658	0.5	0.203	1	7	USO1
4.88701038531369e-37	0.6187627206792373	0.293	0.023	9.746653512469623e-33	1	DHRS3
1.8823017756161635e-12	0.6183516378823801	0.491	0.204	3.7540626612888766e-8	4	SMC2
7.439516096518792e-12	0.6181396397893746	0.724	0.432	1.4837370902897078e-7	4	HSPB11
2.4134368263149574e-13	0.6181282807166952	0.56	0.256	4.813358406402551e-9	4	TIMM21
5.400131645349879e-11	0.6180961422617235	0.681	0.37	1.07700225534858e-6	4	EIF1AX
4.515766848083246e-14	0.6178907261459657	0.526	0.173	9.006245401817226e-10	5	HIST1H2AC
2.954628425066031e-22	0.6177956855137535	0.317	0.088	5.8927109309516924e-18	1	VPS13A
4.7886033483282035e-9	0.6176660327979249	0.5	0.201	9.55039051790577e-5	5	TAGLN
9.938385186195845e-15	0.6176475333573652	0.925	0.966	1.9821115415348992e-10	2	ARPC3
2.2777394536292995e-11	0.6175297450753581	0.707	0.403	4.5427235663182747e-7	4	VBP1
5.289033699411108e-11	0.6174913016459282	0.949	0.539	1.0548448810105514e-6	5	LSM5
1.7265251880772816e-5	0.6171968025269137	0.124	0.044	0.344338183510133	2	RASGRP2
1.553525258795363e-20	0.6171501611663619	0.801	0.416	3.098350776141472e-16	3	IMPDH2
8.67951426548545e-11	0.6170713938830241	0.655	0.371	1.7310423251084182e-6	4	HIBADH
6.960617450290965e-7	0.6170383755288055	0.111	0.018	0.0138822554428603	6	P2RX7
0.006415946466046879	0.6170336829321847	0.944	0.73	1	7	HLA-A
1.5034134496153534e-13	0.616964023933052	0.638	0.303	2.9984077839128607e-9	4	CSE1L
3.589075007408748e-24	0.6164043784080797	0.835	0.37	7.158051194776007e-20	3	TRAPPC2L
3.4580616230862716e-32	0.6163506710739117	0.994	0.851	6.89675810108326e-28	1	RPL4
0.0011964281278433115	0.6160784188622632	0.591	0.738	1	2	SF3B1
8.89345742975805e-28	0.6158058374004063	0.722	0.244	1.7737111497909453e-23	3	SAA1
1.0637554900616957e-23	0.6155767197333679	0.935	0.718	2.121553949379046e-19	1	COX5A
1.2187983854565356e-12	0.6152067312825517	0.808	0.377	2.4307714999545147e-8	5	ALG3
2.781138772795444e-8	0.6149350162540221	0.974	0.667	5.546703168463233e-4	5	NHP2
9.941859750460886e-14	0.6146532764414689	0.948	0.725	1.9828045086319192e-9	4	SEM1
3.5269506316908117e-37	0.6146346683483506	0.494	0.092	7.034150339844155e-33	3	AURKA
1.2984405063238632e-16	0.6145655954195195	0.807	0.462	2.5896097458123127e-12	3	SIVA1
6.942580826424524e-18	0.6143393240254835	0.852	0.528	1.384628320022107e-13	3	MRPL41
1.4621903818392768e-20	0.6138292450771023	0.243	0.05	2.9161924975402536e-16	1	IGFBP3
6.279776386698146e-9	0.6137048655532217	0.118	0.025	1.2524386025630782e-4	2	EMILIN2
7.274684942349236e-12	0.6135535360072324	0.276	0.081	1.4508631649021316e-7	4	AL035446.1
2.7876524010824887e-5	0.6134971538715223	0.134	0.053	0.5559693948718916	2	IRF5
1.901574778340195e-19	0.6134384984567507	0.802	0.511	3.792500737921685e-15	1	PRMT1
2.455525806276092e-9	0.6131484584597617	0.731	0.402	4.8973006680370375e-5	5	PLS3
1.402868866598611e-23	0.612879356321684	0.308	0.074	2.79788166754427e-19	1	CRIP2
1.8339765149341856e-10	0.6127257264941581	0.388	0.159	3.65768276138474e-6	4	PDLIM4
4.2490236262351657e-13	0.6126429334499139	0.638	0.31	8.474252720163414e-9	4	TMED1
2.2084352979422513e-17	0.6120206532505628	0.754	0.54	4.404503358216026e-13	1	KTN1
6.583329765193373e-5	0.6119603173376125	0.129	0.051	1	2	ITGB2-AS1
4.4775333733366315e-23	0.6119498745991419	0.824	0.411	8.929992559782577e-19	3	ELP5
3.574322110759729e-16	0.611681223657544	0.864	0.561	7.128628017699204e-12	3	MRPL34
4.7249211303720945e-12	0.6116223747898017	0.182	0.04	9.423382702414105e-8	3	EPCAM
2.553453477901129e-29	0.6115467054132262	0.982	0.796	5.092607616326012e-25	1	CD63
4.071606716567044e-11	0.6115043480021156	0.69	0.382	8.120412435521312e-7	4	ZNF593
1.2932396294317253e-10	0.611487039635642	0.828	0.569	2.579237116938633e-6	4	TMEM14C
0.0021816116436052164	0.6112688489604972	0.129	0.069	1	2	CSF2RB
1.6334259984838833e-19	0.6112014658542124	0.946	0.972	3.257704811376257e-15	2	EEF1A1
2.7930384003072412e-15	0.6111708334670056	0.869	0.682	5.570435785572762e-11	3	NCL
2.6902407596603665e-7	0.6111238375508736	0.111	0.016	0.005365416171066635	6	TSPAN32
1.3376066647610932e-12	0.6111167882557644	0.859	0.416	2.6677227321995245e-8	5	CETN2
9.836697943663623e-26	0.6105840958965887	0.527	0.211	1.961831037884273e-21	1	MGST2
1.199741052130345e-12	0.6101421298733194	0.372	0.103	2.39276355436876e-8	5	HSPB6
3.678374973605579e-11	0.6101351837697844	0.905	0.667	7.336151047358967e-7	4	NDUFAB1
2.632313365328591e-15	0.6100084644899502	1	0.939	5.249885775811342e-11	5	RPL29
3.131133985860634e-11	0.6098871495893163	0.897	0.485	6.244733621400448e-7	5	SDHC
4.7307146977758995e-9	0.6098446275216014	0.466	0.234	9.434937393244253e-5	4	GPATCH4
2.8450448424196135e-4	0.6098100274471077	0.153	0.052	1	6	INPP5D
2.1254295401765806e-14	0.609598399128856	0.53	0.327	4.238956674928172e-10	1	AP000769.1
2.907533958610952e-12	0.6095466119332138	0.414	0.152	5.7987857270536825e-8	4	PLK1
5.873612264304292e-10	0.6095011118509133	0.859	0.482	1.171433229992848e-5	5	MPLKIP
